일련번호,지역,업력,대출년도,대출금액(백만원),업종
2516,전북,15년미만,2021,1000,
2517,서울,20년이상,2021,200,
2518,경북,3년미만,2021,100,
2519,서울,7년미만,2021,150,
2520,경기,20년미만,2021,50,
2521,경기,3년미만,2021,100,
2522,경남,10년미만,2021,100,
2523,강원,7년미만,2021,200,
2524,인천,5년미만,2021,30,
2525,경기,20년미만,2021,80,
2526,경기,15년미만,2021,50,
2527,경남,5년미만,2021,150,
2528,부산,3년미만,2021,200,
2529,전북,20년이상,2021,200,
2530,강원,20년이상,2021,700,
2531,서울,15년미만,2021,50,
2532,경남,20년미만,2021,300,
2533,강원,15년미만,2021,300,
2534,충남,15년미만,2021,200,
2535,경남,1년미만,2021,100,
2536,서울,10년미만,2021,50,
2537,경기,3년미만,2021,80,
2538,부산,10년미만,2021,100,
2539,경남,15년미만,2021,100,
2540,서울,5년미만,2021,100,
2541,경남,15년미만,2021,1000,
2542,서울,3년미만,2021,100,
2543,경기,7년미만,2021,200,
2544,충북,5년미만,2021,200,
2545,울산,20년미만,2021,150,
2546,경기,7년미만,2021,80,
2547,경남,20년미만,2021,200,
2548,강원,20년이상,2021,200,
2549,인천,5년미만,2021,100,
2550,경남,20년이상,2021,300,
2551,경기,10년미만,2021,150,
2552,인천,3년미만,2021,100,
2553,강원,15년미만,2021,100,
2554,충북,15년미만,2021,200,
2555,인천,7년미만,2021,80,
2556,광주,5년미만,2021,100,
2557,전남,3년미만,2021,50,
2558,경기,5년미만,2021,150,
2559,전남,20년이상,2021,300,
2560,전남,5년미만,2021,150,
2561,경기,3년미만,2021,600,
2562,부산,20년이상,2021,200,
2563,부산,20년이상,2021,200,
2564,전남,15년미만,2021,30,
2565,충남,10년미만,2021,300,
2566,대구,5년미만,2021,100,
2567,충북,20년미만,2021,500,
2568,충북,20년미만,2021,500,
2569,경남,7년미만,2021,100,
2570,서울,7년미만,2021,50,
2571,서울,15년미만,2021,200,
2572,서울,7년미만,2021,200,
2573,서울,15년미만,2021,50,
2574,서울,15년미만,2021,300,
2575,서울,10년미만,2021,80,
2576,경남,3년미만,2021,70,
2577,부산,3년미만,2021,100,
2578,서울,20년이상,2021,100,
2579,부산,20년이상,2021,150,
2580,서울,20년이상,2021,150,
2581,경남,3년미만,2021,200,
2582,부산,10년미만,2021,200,
2583,인천,20년미만,2021,100,
2584,강원,20년이상,2021,170,
2585,서울,10년미만,2021,80,
2586,전북,20년이상,2021,150,
2587,부산,15년미만,2021,100,
2588,서울,15년미만,2021,150,
2589,대전,15년미만,2021,100,
2590,전남,5년미만,2021,150,
2591,경기,5년미만,2021,100,
2592,서울,7년미만,2021,80,
2593,경기,5년미만,2021,100,
2594,부산,20년미만,2021,300,
2595,경기,20년이상,2021,50,
2596,강원,7년미만,2021,100,
2597,경기,5년미만,2021,100,
2598,강원,3년미만,2021,200,
2599,인천,10년미만,2021,150,
2600,충남,15년미만,2021,200,
2601,경남,5년미만,2021,100,
2602,경남,15년미만,2021,200,
2603,광주,3년미만,2021,100,
2604,경기,3년미만,2021,100,
2605,경남,7년미만,2021,200,
2606,서울,10년미만,2021,150,
2607,부산,20년미만,2021,150,
2608,부산,10년미만,2021,300,
2609,서울,7년미만,2021,300,
2610,광주,15년미만,2021,300,
2611,충북,7년미만,2021,300,
2612,경기,5년미만,2021,100,
2613,인천,5년미만,2021,500,
2614,인천,10년미만,2021,50,
2615,강원,20년이상,2021,100,
2616,경북,5년미만,2021,100,
2617,경북,15년미만,2021,100,
2618,부산,7년미만,2021,200,
2619,경기,20년이상,2021,250,
2620,서울,7년미만,2021,50,
2621,부산,20년이상,2021,50,
2622,전남,15년미만,2021,300,
2623,경남,20년이상,2021,200,
2624,부산,1년미만,2021,50,
2625,서울,15년미만,2021,50,
2626,서울,7년미만,2021,50,
2627,서울,7년미만,2021,50,
2628,강원,10년미만,2021,200,
2629,경기,7년미만,2021,100,
2630,서울,10년미만,2021,80,
2631,강원,10년미만,2021,100,
2632,경기,3년미만,2021,100,
2633,서울,15년미만,2021,200,
2634,부산,15년미만,2021,100,
2635,강원,20년이상,2021,100,
2636,경기,1년미만,2021,200,
2637,경기,3년미만,2021,80,
2638,부산,15년미만,2021,100,
2639,부산,10년미만,2021,70,
2640,경기,3년미만,2021,100,
2641,경기,20년이상,2021,70,
2642,경기,10년미만,2021,100,
2643,경기,3년미만,2021,100,
2644,경기,3년미만,2021,150,
2645,서울,5년미만,2021,200,
2646,서울,5년미만,2021,200,
2647,경남,7년미만,2021,300,
2648,광주,5년미만,2021,50,
2649,광주,15년미만,2021,150,
2650,경기,20년미만,2021,200,
2651,경북,10년미만,2021,150,
2652,서울,20년미만,2021,250,
2653,전북,5년미만,2021,150,
2654,경남,10년미만,2021,100,
2655,광주,3년미만,2021,10,
2656,경북,20년미만,2021,100,
2657,충남,20년미만,2021,500,
2658,충남,5년미만,2021,100,
2659,대전,10년미만,2021,150,
2660,울산,5년미만,2021,50,
2661,부산,3년미만,2021,300,
2662,경기,7년미만,2021,50,
2663,경남,20년이상,2021,200,
2664,서울,15년미만,2021,100,
2665,경기,10년미만,2021,150,
2666,강원,3년미만,2021,100,
2667,충남,10년미만,2021,150,
2668,경기,20년미만,2021,200,
2669,경기,3년미만,2021,200,
2670,경북,15년미만,2021,100,
2671,경기,15년미만,2021,50,
2672,경기,7년미만,2021,100,
2673,경기,3년미만,2021,50,
2674,부산,20년이상,2021,70,
2675,경기,15년미만,2021,50,
2676,부산,20년이상,2021,100,
2677,경기,20년이상,2021,100,
2678,충북,10년미만,2021,200,
2679,충남,15년미만,2021,150,
2680,경기,20년이상,2021,250,
2681,충북,20년이상,2021,150,
2682,광주,3년미만,2021,100,
2683,경기,7년미만,2021,200,
2684,서울,1년미만,2021,150,
2685,서울,7년미만,2021,200,
2686,부산,10년미만,2021,100,
2687,경기,10년미만,2021,100,
2688,광주,20년이상,2021,80,
2689,서울,3년미만,2021,70,
2690,전북,3년미만,2021,30,
2691,인천,15년미만,2021,100,
2692,경남,15년미만,2021,100,
2693,경남,5년미만,2021,100,
2694,경기,20년미만,2021,150,
2695,경북,15년미만,2021,50,
2696,충남,7년미만,2021,100,
2697,강원,5년미만,2021,200,
2698,강원,10년미만,2021,150,
2699,전남,7년미만,2021,200,
2700,서울,5년미만,2021,100,
2701,경북,15년미만,2021,100,
2702,경북,5년미만,2021,150,
2703,강원,1년미만,2021,200,
2704,경기,7년미만,2021,200,
2705,서울,5년미만,2021,80,
2706,경기,5년미만,2021,70,
2707,서울,15년미만,2021,80,
2708,경기,20년이상,2021,50,
2709,서울,20년미만,2021,80,
2710,부산,15년미만,2021,100,
2711,경남,5년미만,2021,150,
2712,부산,20년미만,2021,150,
2713,대전,15년미만,2021,300,
2714,부산,10년미만,2021,100,
2715,울산,5년미만,2021,30,
2716,전남,15년미만,2021,300,
2717,부산,3년미만,2021,30,
2718,경기,20년이상,2021,50,
2719,강원,20년미만,2021,50,
2720,경기,15년미만,2021,80,
2721,충북,3년미만,2021,50,
2722,대전,15년미만,2021,150,
2723,대구,20년이상,2021,700,
2724,충북,3년미만,2021,150,
2725,경기,15년미만,2021,150,
2726,전남,3년미만,2021,100,
2727,경기,10년미만,2021,200,
2728,경기,5년미만,2021,100,
2729,경남,5년미만,2021,150,
2730,경남,7년미만,2021,100,
2731,경기,7년미만,2021,200,
2732,경남,3년미만,2021,100,
2733,경남,20년미만,2021,150,
2734,충남,10년미만,2021,150,
2735,경기,7년미만,2021,200,
2736,광주,3년미만,2021,50,
2737,경기,20년이상,2021,80,
2738,충남,3년미만,2021,100,
2739,인천,7년미만,2021,100,
2740,경기,10년미만,2021,100,
2741,경남,3년미만,2021,150,
2742,경기,10년미만,2021,70,
2743,경기,10년미만,2021,150,
2744,경기,15년미만,2021,100,
2745,경기,7년미만,2021,300,
2746,경북,15년미만,2021,200,
2747,충남,15년미만,2021,300,
2748,서울,15년미만,2021,300,
2749,서울,5년미만,2021,300,
2750,서울,20년미만,2021,200,
2751,경기,15년미만,2021,100,
2752,경기,7년미만,2021,200,
2753,서울,7년미만,2021,80,
2754,광주,20년미만,2021,100,
2755,경남,20년미만,2021,150,
2756,충북,3년미만,2021,50,
2757,대구,3년미만,2021,100,
2758,경기,3년미만,2021,200,
2759,경북,20년이상,2021,50,
2760,경남,20년이상,2021,100,
2761,충북,15년미만,2021,200,
2762,서울,10년미만,2021,100,
2763,경남,5년미만,2021,300,
2764,전남,7년미만,2021,100,
2765,경북,10년미만,2021,200,
2766,경남,3년미만,2021,50,
2767,경기,15년미만,2021,300,
2768,인천,3년미만,2021,80,
2769,경기,15년미만,2021,100,
2770,경남,20년미만,2021,100,
2771,광주,7년미만,2021,30,
2772,서울,15년미만,2021,80,
2773,경기,15년미만,2021,100,
2774,전북,20년이상,2021,200,
2775,서울,3년미만,2021,100,
2776,인천,7년미만,2021,100,
2777,대전,20년미만,2021,100,
2778,인천,5년미만,2021,50,
2779,서울,7년미만,2021,50,
2780,부산,15년미만,2021,200,
2781,대구,20년미만,2021,50,
2782,경기,10년미만,2021,50,
2783,경남,15년미만,2021,150,
2784,경북,20년미만,2021,300,
2785,전북,3년미만,2021,100,
2786,전북,15년미만,2021,100,
2787,경남,3년미만,2021,200,
2788,서울,10년미만,2021,100,
2789,경남,3년미만,2021,50,
2790,경기,3년미만,2021,50,
2791,경남,20년미만,2021,150,
2792,대전,5년미만,2021,200,
2793,전남,20년미만,2021,50,
2794,경남,15년미만,2021,200,
2795,경남,10년미만,2021,500,
2796,경기,5년미만,2021,100,
2797,경기,10년미만,2021,150,
2798,부산,15년미만,2021,300,
2799,경기,3년미만,2021,150,
2800,부산,7년미만,2021,100,
2801,강원,10년미만,2021,200,
2802,경기,7년미만,2021,250,
2803,경기,5년미만,2021,150,
2804,서울,10년미만,2021,150,
2805,경기,5년미만,2021,50,
2806,충남,10년미만,2021,100,
2807,경남,10년미만,2021,200,
2808,경기,10년미만,2021,100,
2809,광주,20년이상,2021,150,
2810,서울,5년미만,2021,50,
2811,충남,10년미만,2021,200,
2812,경기,10년미만,2021,70,
2813,경남,20년미만,2021,300,
2814,경기,3년미만,2021,200,
2815,대구,20년이상,2021,100,
2816,인천,10년미만,2021,50,
2817,대구,3년미만,2021,150,
2818,경기,20년미만,2021,300,
2819,경북,10년미만,2021,200,
2820,경기,10년미만,2021,150,
2821,경북,20년이상,2021,100,
2822,경기,7년미만,2021,50,
2823,서울,20년이상,2021,250,
2824,충남,5년미만,2021,200,
2825,광주,3년미만,2021,30,
2826,경북,15년미만,2021,200,
2827,광주,20년미만,2021,100,
2828,경북,5년미만,2021,100,
2829,경남,15년미만,2021,200,
2830,경남,15년미만,2021,50,
2831,서울,20년미만,2021,100,
2832,부산,10년미만,2021,300,
2833,서울,5년미만,2021,200,
2834,대구,15년미만,2021,100,
2835,경북,15년미만,2021,150,
2836,서울,20년이상,2021,150,
2837,서울,20년이상,2021,250,
2838,경기,3년미만,2021,50,
2839,경북,20년미만,2021,200,
2840,경남,3년미만,2021,100,
2841,전북,20년이상,2021,500,
2842,충남,10년미만,2021,400,
2843,전북,20년이상,2021,250,
2844,경남,10년미만,2021,150,
2845,전북,3년미만,2021,300,
2846,전북,20년이상,2021,150,
2847,충북,5년미만,2021,200,
2848,전북,3년미만,2021,200,
2849,서울,15년미만,2021,200,
2850,서울,7년미만,2021,150,
2851,경기,10년미만,2021,150,
2852,경기,7년미만,2021,100,
2853,경남,10년미만,2021,100,
2854,경기,5년미만,2021,150,
2855,경기,5년미만,2021,200,
2856,경기,20년이상,2021,100,
2857,경기,20년미만,2021,200,
2858,대구,3년미만,2021,300,
2859,경기,7년미만,2021,200,
2860,전남,20년미만,2021,500,
2861,광주,15년미만,2021,300,
2862,서울,10년미만,2021,200,
2863,경북,20년미만,2021,500,
2864,서울,20년미만,2021,80,
2865,전남,20년미만,2021,100,
2866,경남,10년미만,2021,100,
2867,전남,3년미만,2021,100,
2868,전북,20년이상,2021,300,
2869,경기,15년미만,2021,300,
2870,경기,10년미만,2021,70,
2871,서울,7년미만,2021,100,
2872,전북,5년미만,2021,70,
2873,전남,15년미만,2021,100,
2874,서울,20년이상,2021,100,
2875,충남,5년미만,2021,200,
2876,경북,15년미만,2021,60,
2877,경남,10년미만,2021,70,
2878,강원,7년미만,2021,100,
2879,경기,10년미만,2021,100,
2880,서울,20년이상,2021,100,
2881,서울,3년미만,2021,50,
2882,서울,20년미만,2021,150,
2883,경남,5년미만,2021,80,
2884,서울,5년미만,2021,50,
2885,인천,3년미만,2021,100,
2886,서울,15년미만,2021,80,
2887,경북,15년미만,2021,400,
2888,경남,7년미만,2021,50,
2889,전북,3년미만,2021,100,
2890,경기,7년미만,2021,150,
2891,경기,5년미만,2021,50,
2892,경북,1년미만,2021,100,
2893,부산,5년미만,2021,300,
2894,서울,7년미만,2021,100,
2895,인천,5년미만,2021,100,
2896,경북,10년미만,2021,100,
2897,전북,5년미만,2021,250,
2898,충북,5년미만,2021,100,
2899,경북,20년이상,2021,300,
2900,대구,20년이상,2021,100,
2901,충남,7년미만,2021,300,
2902,인천,15년미만,2021,50,
2903,경남,20년미만,2021,200,
2904,부산,3년미만,2021,100,
2905,서울,20년이상,2021,500,
2906,서울,7년미만,2021,100,
2907,전북,15년미만,2021,200,
2908,서울,15년미만,2021,30,
2909,강원,15년미만,2021,500,
2910,서울,5년미만,2021,200,
2911,경남,7년미만,2021,50,
2912,서울,15년미만,2021,200,
2913,경남,20년이상,2021,200,
2914,경남,15년미만,2021,100,
2915,대구,7년미만,2021,500,
2916,경기,1년미만,2021,100,
2917,서울,7년미만,2021,50,
2918,서울,10년미만,2021,50,
2919,서울,3년미만,2021,50,
2920,경기,20년이상,2021,50,
2921,경기,5년미만,2021,100,
2922,인천,3년미만,2021,50,
2923,서울,20년미만,2021,100,
2924,전남,20년이상,2021,200,
2925,경기,20년미만,2021,100,
2926,경기,20년이상,2021,100,
2927,경기,15년미만,2021,100,
2928,인천,7년미만,2021,80,
2929,대전,15년미만,2021,100,
2930,서울,5년미만,2021,100,
2931,경기,5년미만,2021,100,
2932,경기,20년미만,2021,70,
2933,서울,7년미만,2021,50,
2934,전남,10년미만,2021,100,
2935,대전,5년미만,2021,300,
2936,경남,7년미만,2021,150,
2937,경기,5년미만,2021,150,
2938,대구,15년미만,2021,100,
2939,경남,10년미만,2021,100,
2940,서울,5년미만,2021,50,
2941,충남,5년미만,2021,200,
2942,부산,20년이상,2021,200,
2943,충남,5년미만,2021,100,
2944,서울,7년미만,2021,150,
2945,경남,15년미만,2021,100,
2946,서울,15년미만,2021,100,
2947,경남,10년미만,2021,150,
2948,서울,5년미만,2021,150,
2949,경북,15년미만,2021,300,
2950,서울,15년미만,2021,80,
2951,울산,15년미만,2021,200,
2952,서울,15년미만,2021,80,
2953,경남,5년미만,2021,50,
2954,경남,7년미만,2021,300,
2955,대구,5년미만,2021,200,
2956,충남,15년미만,2021,200,
2957,부산,15년미만,2021,150,
2958,경남,15년미만,2021,300,
2959,인천,15년미만,2021,50,
2960,전북,20년이상,2021,200,
2961,경남,15년미만,2021,100,
2962,경북,5년미만,2021,50,
2963,경남,10년미만,2021,200,
2964,강원,1년미만,2021,100,
2965,서울,7년미만,2021,100,
2966,인천,10년미만,2021,100,
2967,경남,10년미만,2021,200,
2968,경기,10년미만,2021,80,
2969,서울,5년미만,2021,150,
2970,경기,15년미만,2021,100,
2971,경남,20년미만,2021,200,
2972,인천,3년미만,2021,50,
2973,서울,15년미만,2021,200,
2974,경기,7년미만,2021,50,
2975,대구,15년미만,2021,100,
2976,대구,3년미만,2021,100,
2977,광주,10년미만,2021,100,
2978,대구,3년미만,2021,100,
2979,충북,3년미만,2021,100,
2980,충북,20년미만,2021,200,
2981,경기,1년미만,2021,250,
2982,경기,15년미만,2021,200,
2983,서울,7년미만,2021,200,
2984,전남,20년이상,2021,200,
2985,대구,5년미만,2021,300,
2986,경남,15년미만,2021,100,
2987,세종,10년미만,2021,40,
2988,충북,15년미만,2021,200,
2989,경남,3년미만,2021,300,
2990,서울,20년이상,2021,200,
2991,경기,7년미만,2021,100,
2992,경기,20년미만,2021,100,
2993,세종,10년미만,2021,500,
2994,충남,10년미만,2021,50,
2995,충남,10년미만,2021,200,
2996,부산,5년미만,2021,100,
2997,부산,3년미만,2021,200,
2998,경기,7년미만,2021,50,
2999,경기,5년미만,2021,300,
3000,제주,20년미만,2021,300,
3001,경기,15년미만,2021,200,
3002,경기,5년미만,2021,110,
3003,충남,15년미만,2021,390,
3004,충남,15년미만,2021,80,
3005,경기,20년이상,2021,150,
3006,서울,7년미만,2021,100,
3007,서울,20년이상,2021,100,
3008,서울,7년미만,2021,100,
3009,부산,7년미만,2021,70,
3010,대구,10년미만,2021,100,
3011,광주,20년이상,2021,300,
3012,광주,15년미만,2021,100,
3013,경기,3년미만,2021,30,
3014,서울,5년미만,2021,50,
3015,충북,15년미만,2021,1000,
3016,서울,10년미만,2021,80,
3017,강원,10년미만,2021,200,
3018,서울,7년미만,2021,80,
3019,서울,7년미만,2021,50,
3020,경기,7년미만,2021,50,
3021,경남,20년미만,2021,200,
3022,경남,15년미만,2021,300,
3023,서울,20년이상,2021,50,
3024,서울,7년미만,2021,80,
3025,전남,20년미만,2021,300,
3026,광주,3년미만,2021,50,
3027,전남,20년이상,2021,200,
3028,서울,15년미만,2021,50,
3029,충남,20년미만,2021,700,
3030,경남,1년미만,2021,50,
3031,경북,20년이상,2021,200,
3032,경기,15년미만,2021,150,
3033,경기,20년이상,2021,50,
3034,경기,5년미만,2021,100,
3035,서울,7년미만,2021,150,
3036,경남,7년미만,2021,100,
3037,제주,7년미만,2021,100,
3038,경남,20년이상,2021,70,
3039,서울,5년미만,2021,100,
3040,서울,5년미만,2021,300,
3041,서울,5년미만,2021,150,
3042,서울,3년미만,2021,50,
3043,서울,10년미만,2021,100,
3044,경남,10년미만,2021,80,
3045,서울,7년미만,2021,150,
3046,전남,5년미만,2021,100,
3047,경남,20년미만,2021,50,
3048,서울,3년미만,2021,200,
3049,경기,7년미만,2021,50,
3050,서울,15년미만,2021,100,
3051,서울,5년미만,2021,100,
3052,서울,10년미만,2021,100,
3053,서울,5년미만,2021,100,
3054,서울,20년이상,2021,200,
3055,경남,20년미만,2021,200,
3056,부산,5년미만,2021,100,
3057,경기,3년미만,2021,100,
3058,서울,20년이상,2021,200,
3059,경기,20년이상,2021,100,
3060,전북,15년미만,2021,200,
3061,경남,15년미만,2021,100,
3062,경기,10년미만,2021,200,
3063,경남,20년이상,2021,300,
3064,경기,5년미만,2021,150,
3065,충북,5년미만,2021,200,
3066,충남,7년미만,2021,100,
3067,서울,20년미만,2021,80,
3068,경남,10년미만,2021,100,
3069,충남,15년미만,2021,300,
3070,경남,20년미만,2021,100,
3071,서울,7년미만,2021,50,
3072,충남,7년미만,2021,300,
3073,광주,5년미만,2021,30,
3074,경남,3년미만,2021,100,
3075,서울,7년미만,2021,200,
3076,경기,10년미만,2021,80,
3077,서울,7년미만,2021,30,
3078,서울,7년미만,2021,200,
3079,경기,3년미만,2021,50,
3080,경남,7년미만,2021,200,
3081,경남,15년미만,2021,50,
3082,경기,15년미만,2021,150,
3083,경기,20년미만,2021,80,
3084,경기,7년미만,2021,200,
3085,경북,10년미만,2021,200,
3086,대구,20년미만,2021,100,
3087,경기,10년미만,2021,100,
3088,경기,20년미만,2021,80,
3089,경기,20년미만,2021,80,
3090,경남,20년미만,2021,300,
3091,세종,10년미만,2021,200,
3092,경기,3년미만,2021,50,
3093,울산,20년이상,2021,300,
3094,경남,15년미만,2021,300,
3095,경남,10년미만,2021,200,
3096,경북,20년이상,2021,300,
3097,대구,5년미만,2021,200,
3098,충북,20년미만,2021,200,
3099,경남,7년미만,2021,70,
3100,경남,20년이상,2021,700,
3101,서울,10년미만,2021,100,
3102,부산,15년미만,2021,100,
3103,서울,15년미만,2021,80,
3104,충남,20년이상,2021,100,
3105,인천,20년이상,2021,200,
3106,인천,15년미만,2021,50,
3107,서울,3년미만,2021,100,
3108,서울,5년미만,2021,50,
3109,대전,10년미만,2021,100,
3110,경기,15년미만,2021,150,
3111,경기,10년미만,2021,50,
3112,경기,5년미만,2021,250,
3113,경북,20년미만,2021,500,
3114,경기,10년미만,2021,100,
3115,충남,10년미만,2021,200,
3116,경기,15년미만,2021,200,
3117,서울,15년미만,2021,200,
3118,광주,15년미만,2021,50,
3119,경기,20년이상,2021,300,
3120,경남,15년미만,2021,200,
3121,경기,7년미만,2021,50,
3122,충남,7년미만,2021,300,
3123,서울,10년미만,2021,50,
3124,전북,5년미만,2021,500,
3125,전남,5년미만,2021,200,
3126,충북,15년미만,2021,130,
3127,서울,10년미만,2021,200,
3128,서울,5년미만,2021,300,
3129,서울,7년미만,2021,200,
3130,광주,20년미만,2021,100,
3131,경기,10년미만,2021,80,
3132,경기,20년미만,2021,200,
3133,서울,7년미만,2021,100,
3134,서울,5년미만,2021,50,
3135,경기,5년미만,2021,100,
3136,서울,10년미만,2021,200,
3137,경기,15년미만,2021,50,
3138,경남,10년미만,2021,200,
3139,경기,10년미만,2021,80,
3140,경북,10년미만,2021,200,
3141,서울,5년미만,2021,150,
3142,서울,3년미만,2021,50,
3143,경기,7년미만,2021,100,
3144,전북,10년미만,2021,200,
3145,경기,10년미만,2021,30,
3146,대전,3년미만,2021,50,
3147,대전,7년미만,2021,50,
3148,경기,10년미만,2021,50,
3149,경기,10년미만,2021,200,
3150,경남,10년미만,2021,100,
3151,충북,3년미만,2021,50,
3152,강원,10년미만,2021,200,
3153,충북,5년미만,2021,200,
3154,대구,5년미만,2021,150,
3155,강원,20년미만,2021,100,
3156,경북,15년미만,2021,100,
3157,경기,5년미만,2021,200,
3158,충북,3년미만,2021,300,
3159,경남,20년미만,2021,200,
3160,인천,7년미만,2021,200,
3161,충남,1년미만,2021,100,
3162,세종,1년미만,2021,100,
3163,경남,3년미만,2021,100,
3164,부산,3년미만,2021,200,
3165,경남,20년미만,2021,100,
3166,충남,20년이상,2021,100,
3167,충남,10년미만,2021,200,
3168,인천,7년미만,2021,150,
3169,대전,5년미만,2021,100,
3170,제주,10년미만,2021,100,
3171,서울,10년미만,2021,50,
3172,경기,7년미만,2021,100,
3173,경북,5년미만,2021,500,
3174,충남,15년미만,2021,300,
3175,경기,5년미만,2021,100,
3176,충남,20년미만,2021,200,
3177,충남,10년미만,2021,200,
3178,경남,3년미만,2021,50,
3179,서울,15년미만,2021,200,
3180,서울,7년미만,2021,80,
3181,경남,5년미만,2021,100,
3182,경기,20년미만,2021,100,
3183,경기,20년미만,2021,300,
3184,부산,5년미만,2021,100,
3185,경기,20년이상,2021,100,
3186,경기,5년미만,2021,80,
3187,전북,20년미만,2021,300,
3188,인천,20년이상,2021,50,
3189,경기,5년미만,2021,100,
3190,서울,7년미만,2021,100,
3191,광주,15년미만,2021,200,
3192,전남,10년미만,2021,200,
3193,인천,5년미만,2021,200,
3194,경북,7년미만,2021,200,
3195,경북,1년미만,2021,50,
3196,경남,5년미만,2021,200,
3197,서울,10년미만,2021,80,
3198,경북,10년미만,2021,100,
3199,경북,10년미만,2021,100,
3200,경기,3년미만,2021,100,
3201,대전,15년미만,2021,250,
3202,경기,20년미만,2021,200,
3203,경기,20년이상,2021,200,
3204,부산,10년미만,2021,100,
3205,경기,7년미만,2021,50,
3206,대구,15년미만,2021,100,
3207,경남,7년미만,2021,100,
3208,대전,15년미만,2021,200,
3209,대전,20년이상,2021,200,
3210,인천,15년미만,2021,100,
3211,경남,20년미만,2021,70,
3212,대구,15년미만,2021,100,
3213,경남,7년미만,2021,100,
3214,강원,10년미만,2021,300,
3215,전남,7년미만,2021,200,
3216,경북,1년미만,2021,100,
3217,경기,10년미만,2021,100,
3218,경기,5년미만,2021,200,
3219,충북,10년미만,2021,100,
3220,경기,7년미만,2021,50,
3221,경기,3년미만,2021,150,
3222,경기,5년미만,2021,50,
3223,부산,20년이상,2021,300,
3224,부산,20년미만,2021,70,
3225,부산,5년미만,2021,70,
3226,서울,3년미만,2021,100,
3227,충북,10년미만,2021,300,
3228,서울,15년미만,2021,50,
3229,경남,15년미만,2021,200,
3230,경북,15년미만,2021,200,
3231,경북,10년미만,2021,100,
3232,경기,5년미만,2021,30,
3233,대전,15년미만,2021,150,
3234,경기,7년미만,2021,100,
3235,서울,5년미만,2021,50,
3236,경기,7년미만,2021,50,
3237,경기,3년미만,2021,100,
3238,서울,5년미만,2021,300,
3239,전북,3년미만,2021,150,
3240,경기,7년미만,2021,20,
3241,인천,20년이상,2021,200,
3242,광주,10년미만,2021,200,
3243,세종,15년미만,2021,300,
3244,전북,3년미만,2021,100,
3245,경기,15년미만,2021,50,
3246,경남,10년미만,2021,200,
3247,대구,20년미만,2021,100,
3248,경기,3년미만,2021,100,
3249,경기,5년미만,2021,200,
3250,서울,5년미만,2021,200,
3251,경기,15년미만,2021,200,
3252,부산,20년이상,2021,200,
3253,경북,15년미만,2021,250,
3254,서울,3년미만,2021,50,
3255,경기,15년미만,2021,50,
3256,전북,15년미만,2021,200,
3257,서울,10년미만,2021,80,
3258,광주,3년미만,2021,250,
3259,서울,5년미만,2021,150,
3260,경남,10년미만,2021,200,
3261,인천,20년미만,2021,1000,
3262,충남,10년미만,2021,100,
3263,서울,7년미만,2021,100,
3264,전북,7년미만,2021,100,
3265,경기,15년미만,2021,200,
3266,경기,20년미만,2021,50,
3267,경기,20년미만,2021,200,
3268,경기,20년미만,2021,80,
3269,세종,7년미만,2021,300,
3270,대전,15년미만,2021,100,
3271,서울,5년미만,2021,100,
3272,경남,3년미만,2021,50,
3273,전남,1년미만,2021,30,
3274,경남,7년미만,2021,300,
3275,경기,10년미만,2021,150,
3276,경기,15년미만,2021,50,
3277,대구,20년미만,2021,300,
3278,경기,5년미만,2021,50,
3279,대전,15년미만,2021,100,
3280,광주,10년미만,2021,50,
3281,부산,20년이상,2021,100,
3282,서울,7년미만,2021,50,
3283,경기,10년미만,2021,200,
3284,경남,20년미만,2021,110,
3285,경기,3년미만,2021,200,
3286,울산,5년미만,2021,100,
3287,경기,3년미만,2021,50,
3288,서울,10년미만,2021,100,
3289,광주,10년미만,2021,150,
3290,서울,20년이상,2021,500,
3291,서울,20년미만,2021,200,
3292,경기,5년미만,2021,100,
3293,경기,15년미만,2021,70,
3294,제주,3년미만,2021,100,
3295,충북,10년미만,2021,100,
3296,경남,15년미만,2021,70,
3297,인천,5년미만,2021,50,
3298,충북,5년미만,2021,200,
3299,인천,10년미만,2021,50,
3300,충남,10년미만,2021,300,
3301,경기,15년미만,2021,100,
3302,경남,15년미만,2021,70,
3303,경기,5년미만,2021,100,
3304,경기,7년미만,2021,50,
3305,전북,20년미만,2021,200,
3306,서울,10년미만,2021,50,
3307,서울,7년미만,2021,300,
3308,경기,15년미만,2021,100,
3309,경기,5년미만,2021,100,
3310,경기,7년미만,2021,200,
3311,서울,20년미만,2021,200,
3312,경남,5년미만,2021,70,
3313,제주,5년미만,2021,200,
3314,전남,10년미만,2021,50,
3315,경기,20년이상,2021,200,
3316,경기,15년미만,2021,200,
3317,부산,5년미만,2021,80,
3318,대구,20년이상,2021,50,
3319,서울,5년미만,2021,100,
3320,경기,20년이상,2021,30,
3321,서울,10년미만,2021,80,
3322,경기,5년미만,2021,50,
3323,울산,5년미만,2021,50,
3324,경북,1년미만,2021,70,
3325,경기,3년미만,2021,100,
3326,경기,15년미만,2021,100,
3327,인천,10년미만,2021,150,
3328,서울,7년미만,2021,100,
3329,경북,3년미만,2021,50,
3330,서울,5년미만,2021,100,
3331,경기,10년미만,2021,50,
3332,충남,20년미만,2021,300,
3333,서울,20년미만,2021,150,
3334,경기,15년미만,2021,200,
3335,경남,3년미만,2021,50,
3336,부산,7년미만,2021,80,
