일련번호,지역,업력,대출년도,대출금액(백만원),업종
866,광주,7년미만,2021,50,
867,대구,15년미만,2021,50,
868,경기,15년미만,2021,100,
869,서울,5년미만,2021,50,
870,광주,15년미만,2021,100,
871,경기,20년이상,2021,100,
872,전남,10년미만,2021,50,
873,대전,10년미만,2021,300,
874,대전,15년미만,2021,150,
875,충북,15년미만,2021,100,
876,전남,10년미만,2021,200,
877,경남,20년미만,2021,100,
878,경기,5년미만,2021,150,
879,부산,20년이상,2021,100,
880,충북,15년미만,2021,50,
881,경기,20년미만,2021,150,
882,충북,20년이상,2021,150,
883,경기,20년미만,2021,100,
884,경기,3년미만,2021,150,
885,경기,1년미만,2021,100,
886,경기,10년미만,2021,150,
887,경기,1년미만,2021,70,
888,경기,10년미만,2021,150,
889,강원,10년미만,2021,150,
890,강원,15년미만,2021,200,
891,부산,20년이상,2021,50,
892,부산,15년미만,2021,200,
893,충남,7년미만,2021,300,
894,경남,5년미만,2021,200,
895,경북,5년미만,2021,200,
896,전북,15년미만,2021,100,
897,광주,10년미만,2021,200,
898,울산,20년미만,2021,200,
899,서울,7년미만,2021,300,
900,경기,10년미만,2021,70,
901,대구,20년이상,2021,150,
902,대구,20년이상,2021,100,
903,전남,15년미만,2021,200,
904,부산,3년미만,2021,50,
905,서울,10년미만,2021,50,
906,서울,5년미만,2021,100,
907,경기,5년미만,2021,200,
908,울산,15년미만,2021,70,
909,광주,20년미만,2021,200,
910,서울,15년미만,2021,100,
911,광주,15년미만,2021,100,
912,경기,20년미만,2021,80,
913,서울,7년미만,2021,200,
914,경기,15년미만,2021,200,
915,서울,10년미만,2021,100,
916,경기,15년미만,2021,300,
917,전북,15년미만,2021,200,
918,서울,20년미만,2021,200,
919,경남,7년미만,2021,300,
920,서울,3년미만,2021,150,
921,부산,5년미만,2021,100,
922,울산,15년미만,2021,50,
923,대구,20년이상,2021,200,
924,경북,10년미만,2021,50,
925,전남,5년미만,2021,100,
926,경기,10년미만,2021,50,
927,강원,7년미만,2021,100,
928,경기,10년미만,2021,80,
929,대전,15년미만,2021,100,
930,인천,10년미만,2021,100,
931,대구,20년미만,2021,300,
932,부산,15년미만,2021,300,
933,전북,15년미만,2021,300,
934,부산,20년미만,2021,150,
935,충북,20년이상,2021,500,
936,인천,3년미만,2021,80,
937,대구,15년미만,2021,200,
938,경기,7년미만,2021,100,
939,경기,10년미만,2021,100,
940,경기,20년미만,2021,100,
941,대구,10년미만,2021,300,
942,경남,5년미만,2021,200,
943,경기,10년미만,2021,100,
944,광주,20년미만,2021,100,
945,서울,10년미만,2021,100,
946,세종,5년미만,2021,150,
947,경기,20년이상,2021,50,
948,경기,20년이상,2021,200,
949,충남,1년미만,2021,200,
950,인천,5년미만,2021,100,
951,서울,20년미만,2021,200,
952,부산,20년이상,2021,100,
953,충북,10년미만,2021,200,
954,서울,15년미만,2021,100,
955,세종,5년미만,2021,200,
956,경기,15년미만,2021,100,
957,경기,3년미만,2021,50,
958,전북,20년이상,2021,500,
959,부산,10년미만,2021,100,
960,서울,15년미만,2021,150,
961,충북,20년이상,2021,200,
962,충남,15년미만,2021,100,
963,경기,15년미만,2021,80,
964,서울,5년미만,2021,200,
965,경기,10년미만,2021,50,
966,광주,10년미만,2021,50,
967,광주,10년미만,2021,100,
968,광주,10년미만,2021,100,
969,경기,7년미만,2021,200,
970,대구,20년이상,2021,200,
971,광주,15년미만,2021,30,
972,경기,20년이상,2021,100,
973,서울,10년미만,2021,100,
974,서울,10년미만,2021,100,
975,경남,20년이상,2021,300,
976,부산,20년미만,2021,100,
977,대전,10년미만,2021,200,
978,광주,10년미만,2021,100,
979,경기,15년미만,2021,100,
980,경기,10년미만,2021,500,
981,서울,7년미만,2021,200,
982,경남,3년미만,2021,150,
983,충북,10년미만,2021,50,
984,경기,10년미만,2021,200,
985,충남,15년미만,2021,50,
986,제주,15년미만,2021,500,
987,경남,15년미만,2021,100,
988,충남,3년미만,2021,100,
989,경남,15년미만,2021,150,
990,경북,10년미만,2021,70,
991,충남,1년미만,2021,100,
992,경남,15년미만,2021,100,
993,경북,5년미만,2021,50,
994,경기,3년미만,2021,100,
995,전남,1년미만,2021,100,
996,서울,20년미만,2021,150,
997,충북,7년미만,2021,100,
998,충북,7년미만,2021,200,
999,부산,20년이상,2021,200,
1000,경남,10년미만,2021,200,
1001,전남,20년이상,2021,200,
1002,충북,5년미만,2021,200,
1003,전남,10년미만,2021,200,
1004,경남,20년미만,2021,200,
1005,충북,7년미만,2021,100,
1006,대구,20년미만,2021,300,
1007,충북,15년미만,2021,100,
1008,서울,7년미만,2021,200,
1009,서울,20년이상,2021,200,
1010,경기,10년미만,2021,50,
1011,경기,3년미만,2021,100,
1012,서울,20년미만,2021,100,
1013,인천,5년미만,2021,30,
1014,대전,15년미만,2021,200,
1015,광주,20년이상,2021,500,
1016,경남,7년미만,2021,100,
1017,전남,20년이상,2021,200,
1018,충북,15년미만,2021,200,
1019,경기,20년미만,2021,100,
1020,충북,10년미만,2021,200,
1021,강원,20년미만,2021,200,
1022,인천,7년미만,2021,100,
1023,경기,7년미만,2021,100,
1024,인천,10년미만,2021,100,
1025,강원,10년미만,2021,100,
1026,충북,20년이상,2021,200,
1027,충북,20년미만,2021,200,
1028,울산,20년이상,2021,150,
1029,전남,3년미만,2021,200,
1030,광주,15년미만,2021,300,
1031,경북,10년미만,2021,200,
1032,경기,5년미만,2021,150,
1033,경기,7년미만,2021,100,
1034,전남,15년미만,2021,300,
1035,경기,10년미만,2021,100,
1036,경기,20년이상,2021,300,
1037,경북,20년미만,2021,200,
1038,강원,15년미만,2021,200,
1039,서울,10년미만,2021,200,
1040,충북,10년미만,2021,200,
1041,강원,10년미만,2021,100,
1042,대구,10년미만,2021,200,
1043,서울,10년미만,2021,90,
1044,충북,10년미만,2021,100,
1045,경북,7년미만,2021,50,
1046,인천,3년미만,2021,100,
1047,경북,7년미만,2021,70,
1048,경기,3년미만,2021,50,
1049,경남,3년미만,2021,250,
1050,경기,20년이상,2021,70,
1051,부산,3년미만,2021,150,
1052,충남,15년미만,2021,100,
1053,경기,20년이상,2021,100,
1054,충남,15년미만,2021,100,
1055,경북,3년미만,2021,100,
1056,경기,20년이상,2021,50,
1057,경기,20년이상,2021,200,
1058,경기,5년미만,2021,30,
1059,경기,7년미만,2021,150,
1060,경기,10년미만,2021,100,
1061,경기,5년미만,2021,50,
1062,경북,15년미만,2021,200,
1063,경기,15년미만,2021,100,
1064,서울,20년미만,2021,100,
1065,서울,3년미만,2021,100,
1066,전남,20년미만,2021,200,
1067,서울,5년미만,2021,200,
1068,서울,10년미만,2021,100,
1069,부산,5년미만,2021,100,
1070,대전,3년미만,2021,200,
1071,충북,15년미만,2021,50,
1072,전북,3년미만,2021,70,
1073,울산,20년미만,2021,100,
1074,경기,7년미만,2021,300,
1075,인천,10년미만,2021,150,
1076,충북,15년미만,2021,100,
1077,강원,10년미만,2021,100,
1078,강원,20년이상,2021,100,
1079,대전,15년미만,2021,150,
1080,대전,10년미만,2021,100,
1081,경남,3년미만,2021,50,
1082,서울,15년미만,2021,150,
1083,경기,15년미만,2021,200,
1084,경기,15년미만,2021,100,
1085,강원,5년미만,2021,30,
1086,경북,10년미만,2021,100,
1087,충남,20년미만,2021,200,
1088,경기,20년미만,2021,50,
1089,서울,15년미만,2021,100,
1090,인천,5년미만,2021,130,
1091,서울,15년미만,2021,100,
1092,전북,10년미만,2021,150,
1093,경남,20년미만,2021,100,
1094,경기,5년미만,2021,100,
1095,서울,20년미만,2021,100,
1096,경기,7년미만,2021,100,
1097,서울,7년미만,2021,50,
1098,경기,15년미만,2021,70,
1099,충북,20년이상,2021,150,
1100,경기,15년미만,2021,100,
1101,대전,7년미만,2021,200,
1102,경기,15년미만,2021,50,
1103,인천,20년이상,2021,100,
1104,경기,5년미만,2021,100,
1105,경북,15년미만,2021,120,
1106,충북,3년미만,2021,100,
1107,경북,10년미만,2021,100,
1108,경기,15년미만,2021,100,
1109,부산,10년미만,2021,300,
1110,경북,3년미만,2021,300,
1111,전남,10년미만,2021,100,
1112,서울,3년미만,2021,150,
1113,전남,20년미만,2021,200,
1114,서울,7년미만,2021,50,
1115,경기,20년이상,2021,50,
1116,인천,20년미만,2021,100,
1117,전남,20년미만,2021,200,
1118,경북,20년미만,2021,50,
1119,서울,20년이상,2021,100,
1120,경기,3년미만,2021,100,
1121,경기,10년미만,2021,150,
1122,강원,3년미만,2021,70,
1123,서울,20년미만,2021,300,
1124,서울,10년미만,2021,150,
1125,서울,10년미만,2021,150,
1126,경기,15년미만,2021,80,
1127,경기,5년미만,2021,80,
1128,경기,5년미만,2021,30,
1129,서울,10년미만,2021,100,
1130,경기,20년이상,2021,100,
1131,인천,10년미만,2021,50,
1132,경기,20년이상,2021,100,
1133,인천,20년미만,2021,70,
1134,경기,15년미만,2021,150,
1135,경기,10년미만,2021,100,
1136,부산,10년미만,2021,200,
1137,경남,10년미만,2021,100,
1138,서울,10년미만,2021,100,
1139,부산,3년미만,2021,100,
1140,전북,10년미만,2021,150,
1141,제주,7년미만,2021,500,
1142,경기,10년미만,2021,100,
1143,부산,10년미만,2021,100,
1144,전북,10년미만,2021,200,
1145,서울,20년이상,2021,100,
1146,경남,10년미만,2021,100,
1147,경남,10년미만,2021,30,
1148,경남,20년이상,2021,110,
1149,경남,20년미만,2021,50,
1150,경북,10년미만,2021,100,
1151,강원,5년미만,2021,200,
1152,강원,20년미만,2021,300,
1153,부산,3년미만,2021,200,
1154,서울,15년미만,2021,500,
1155,서울,20년미만,2021,50,
1156,경기,20년미만,2021,100,
1157,서울,5년미만,2021,200,
1158,인천,3년미만,2021,80,
1159,경남,20년미만,2021,100,
1160,광주,10년미만,2021,100,
1161,인천,7년미만,2021,250,
1162,경기,7년미만,2021,100,
1163,부산,10년미만,2021,100,
1164,전북,7년미만,2021,300,
1165,전북,20년이상,2021,200,
1166,충남,5년미만,2021,200,
1167,경북,15년미만,2021,30,
1168,경기,20년미만,2021,200,
1169,경기,20년미만,2021,250,
1170,충북,10년미만,2021,100,
1171,서울,20년이상,2021,100,
1172,제주,3년미만,2021,200,
1173,서울,15년미만,2021,100,
1174,경남,20년이상,2021,50,
1175,충북,5년미만,2021,100,
1176,경남,15년미만,2021,50,
1177,충북,15년미만,2021,200,
1178,경기,7년미만,2021,100,
1179,부산,1년미만,2021,50,
1180,인천,15년미만,2021,150,
1181,인천,15년미만,2021,100,
1182,경북,15년미만,2021,50,
1183,서울,7년미만,2021,100,
1184,서울,10년미만,2021,100,
1185,서울,3년미만,2021,100,
1186,서울,20년미만,2021,200,
1187,충북,3년미만,2021,100,
1188,충북,5년미만,2021,200,
1189,전북,7년미만,2021,100,
1190,경기,10년미만,2021,200,
1191,경기,7년미만,2021,50,
1192,경남,20년이상,2021,50,
1193,경남,15년미만,2021,100,
1194,대전,5년미만,2021,100,
1195,서울,10년미만,2021,100,
1196,경남,10년미만,2021,50,
1197,충북,5년미만,2021,200,
1198,충북,20년미만,2021,100,
1199,충북,15년미만,2021,150,
1200,경기,15년미만,2021,200,
1201,경기,15년미만,2021,100,
1202,전남,15년미만,2021,50,
1203,충북,20년미만,2021,50,
1204,경북,5년미만,2021,50,
1205,경남,5년미만,2021,100,
1206,대구,10년미만,2021,150,
1207,경기,7년미만,2021,50,
1208,대구,15년미만,2021,100,
1209,경기,10년미만,2021,100,
1210,서울,15년미만,2021,150,
1211,서울,20년이상,2021,100,
1212,대구,15년미만,2021,80,
1213,서울,15년미만,2021,100,
1214,경기,20년이상,2021,100,
1215,서울,15년미만,2021,100,
1216,서울,3년미만,2021,50,
1217,서울,5년미만,2021,100,
1218,서울,10년미만,2021,50,
1219,충남,20년이상,2021,300,
1220,서울,7년미만,2021,100,
1221,경남,15년미만,2021,100,
1222,서울,10년미만,2021,50,
1223,인천,5년미만,2021,20,
1224,경기,7년미만,2021,100,
1225,경기,5년미만,2021,50,
1226,서울,10년미만,2021,100,
1227,인천,20년이상,2021,80,
1228,경북,20년이상,2021,100,
1229,서울,10년미만,2021,200,
1230,전북,20년이상,2021,1000,
1231,전북,10년미만,2021,300,
1232,서울,10년미만,2021,100,
1233,인천,7년미만,2021,30,
1234,경기,15년미만,2021,70,
1235,경기,5년미만,2021,100,
1236,경남,10년미만,2021,100,
1237,충남,20년이상,2021,300,
1238,서울,20년이상,2021,100,
1239,경기,5년미만,2021,100,
1240,서울,10년미만,2021,200,
1241,서울,5년미만,2021,200,
1242,서울,3년미만,2021,100,
1243,전북,15년미만,2021,200,
1244,서울,7년미만,2021,200,
1245,부산,20년미만,2021,150,
1246,서울,15년미만,2021,150,
1247,부산,10년미만,2021,100,
1248,경기,15년미만,2021,200,
1249,부산,5년미만,2021,100,
1250,부산,10년미만,2021,200,
1251,울산,20년미만,2021,100,
1252,충북,10년미만,2021,200,
1253,충남,3년미만,2021,100,
1254,울산,1년미만,2021,200,
1255,충남,15년미만,2021,100,
1256,경남,15년미만,2021,300,
1257,부산,20년이상,2021,200,
1258,강원,20년미만,2021,200,
1259,경남,10년미만,2021,100,
1260,서울,7년미만,2021,100,
1261,경남,7년미만,2021,70,
1262,경기,20년이상,2021,150,
1263,강원,3년미만,2021,200,
1264,충남,20년미만,2021,200,
1265,전북,10년미만,2021,200,
1266,서울,7년미만,2021,300,
1267,인천,10년미만,2021,100,
1268,전북,15년미만,2021,200,
1269,부산,10년미만,2021,70,
1270,경남,3년미만,2021,100,
1271,서울,15년미만,2021,150,
1272,전북,7년미만,2021,200,
1273,경기,20년이상,2021,50,
1274,경기,10년미만,2021,150,
1275,부산,5년미만,2021,100,
1276,부산,20년이상,2021,100,
1277,경기,15년미만,2021,100,
1278,경북,1년미만,2021,100,
1279,충북,15년미만,2021,200,
1280,서울,10년미만,2021,100,
1281,전남,20년이상,2021,300,
1282,경남,15년미만,2021,100,
1283,경북,10년미만,2021,100,
1284,서울,10년미만,2021,100,
1285,울산,15년미만,2021,150,
1286,경기,20년미만,2021,100,
1287,경기,20년미만,2021,80,
1288,전남,20년미만,2021,200,
1289,서울,20년미만,2021,200,
1290,충남,10년미만,2021,100,
1291,부산,10년미만,2021,150,
1292,서울,20년이상,2021,100,
1293,부산,20년미만,2021,150,
1294,전북,3년미만,2021,500,
1295,대구,10년미만,2021,100,
1296,인천,15년미만,2021,100,
1297,서울,3년미만,2021,70,
1298,서울,15년미만,2021,100,
1299,전남,3년미만,2021,100,
1300,경남,20년미만,2021,50,
1301,대구,5년미만,2021,200,
1302,경기,20년미만,2021,200,
1303,인천,10년미만,2021,100,
1304,전북,15년미만,2021,250,
1305,울산,5년미만,2021,50,
1306,경남,15년미만,2021,50,
1307,경남,20년미만,2021,100,
1308,경남,7년미만,2021,100,
1309,서울,15년미만,2021,100,
1310,경기,1년미만,2021,100,
1311,인천,10년미만,2021,50,
1312,충남,15년미만,2021,150,
1313,대구,15년미만,2021,150,
1314,충남,20년미만,2021,200,
1315,부산,3년미만,2021,300,
1316,경남,20년이상,2021,50,
1317,경기,20년이상,2021,100,
1318,경기,10년미만,2021,100,
1319,서울,5년미만,2021,200,
1320,서울,10년미만,2021,100,
1321,서울,3년미만,2021,200,
1322,경기,20년이상,2021,100,
1323,경기,5년미만,2021,50,
1324,전북,5년미만,2021,200,
1325,경북,10년미만,2021,100,
1326,전북,5년미만,2021,200,
1327,전북,20년미만,2021,300,
1328,전북,7년미만,2021,200,
1329,인천,10년미만,2021,100,
1330,부산,7년미만,2021,200,
1331,충남,3년미만,2021,150,
1332,부산,5년미만,2021,100,
1333,충남,5년미만,2021,150,
1334,경남,7년미만,2021,100,
1335,경기,20년이상,2021,200,
1336,서울,5년미만,2021,100,
1337,경북,1년미만,2021,200,
1338,경기,7년미만,2021,200,
1339,충남,15년미만,2021,300,
1340,경북,7년미만,2021,100,
1341,경기,10년미만,2021,80,
1342,경기,15년미만,2021,80,
1343,부산,10년미만,2021,100,
1344,경기,10년미만,2021,200,
1345,전남,5년미만,2021,100,
1346,서울,20년미만,2021,100,
1347,서울,20년미만,2021,150,
1348,서울,20년이상,2021,50,
1349,울산,7년미만,2021,50,
1350,충북,10년미만,2021,100,
1351,광주,15년미만,2021,100,
1352,경기,20년이상,2021,300,
1353,전북,1년미만,2021,300,
1354,경기,7년미만,2021,150,
1355,인천,10년미만,2021,50,
1356,경기,7년미만,2021,50,
1357,경남,20년미만,2021,100,
1358,경기,7년미만,2021,150,
1359,서울,3년미만,2021,100,
1360,서울,1년미만,2021,100,
1361,울산,3년미만,2021,100,
1362,경기,10년미만,2021,80,
1363,서울,3년미만,2021,300,
1364,경기,7년미만,2021,70,
1365,경기,7년미만,2021,200,
1366,경기,10년미만,2021,100,
1367,경기,20년미만,2021,50,
1368,전남,20년미만,2021,200,
1369,강원,7년미만,2021,200,
1370,인천,15년미만,2021,70,
1371,인천,10년미만,2021,70,
1372,강원,15년미만,2021,300,
1373,경기,20년이상,2021,50,
1374,부산,15년미만,2021,70,
1375,충북,7년미만,2021,200,
1376,경기,3년미만,2021,30,
1377,울산,1년미만,2021,200,
1378,경기,10년미만,2021,100,
1379,서울,20년미만,2021,100,
1380,서울,5년미만,2021,200,
1381,전북,15년미만,2021,300,
1382,경남,15년미만,2021,70,
1383,서울,5년미만,2021,300,
1384,부산,5년미만,2021,100,
1385,부산,15년미만,2021,150,
1386,충남,5년미만,2021,50,
1387,부산,7년미만,2021,50,
1388,경기,15년미만,2021,200,
1389,전북,5년미만,2021,500,
1390,인천,15년미만,2021,80,
1391,경기,3년미만,2021,50,
1392,경기,15년미만,2021,200,
1393,광주,20년미만,2021,200,
1394,경기,15년미만,2021,80,
1395,전북,7년미만,2021,300,
1396,전북,10년미만,2021,100,
1397,경기,10년미만,2021,60,
1398,강원,20년이상,2021,300,
1399,인천,20년이상,2021,100,
1400,경기,15년미만,2021,100,
1401,울산,7년미만,2021,100,
1402,경기,20년이상,2021,90,
1403,전남,20년이상,2021,300,
1404,광주,7년미만,2021,100,
1405,경남,20년미만,2021,500,
1406,경기,3년미만,2021,200,
1407,경기,20년미만,2021,100,
1408,경남,20년이상,2021,85,
1409,울산,10년미만,2021,300,
1410,경기,20년이상,2021,100,
1411,울산,20년미만,2021,100,
1412,부산,20년이상,2021,100,
1413,부산,10년미만,2021,150,
1414,제주,15년미만,2021,200,
1415,울산,20년미만,2021,200,
1416,서울,3년미만,2021,200,
1417,대구,7년미만,2021,200,
1418,광주,20년미만,2021,700,
1419,울산,15년미만,2021,200,
1420,경기,3년미만,2021,100,
1421,서울,7년미만,2021,100,
1422,경기,5년미만,2021,200,
1423,경기,10년미만,2021,150,
1424,경북,10년미만,2021,100,
1425,광주,3년미만,2021,150,
1426,경기,7년미만,2021,100,
1427,경기,20년이상,2021,50,
1428,경기,10년미만,2021,50,
1429,인천,20년이상,2021,200,
1430,서울,20년미만,2021,100,
1431,경북,7년미만,2021,300,
1432,대전,10년미만,2021,100,
1433,경북,20년이상,2021,200,
1434,서울,20년미만,2021,200,
1435,인천,5년미만,2021,80,
1436,전북,5년미만,2021,200,
1437,광주,10년미만,2021,200,
1438,전북,5년미만,2021,300,
1439,전북,10년미만,2021,200,
1440,부산,15년미만,2021,100,
1441,경남,10년미만,2021,300,
1442,충남,10년미만,2021,200,
1443,부산,20년미만,2021,200,
1444,경기,10년미만,2021,300,
1445,충남,15년미만,2021,300,
1446,경기,15년미만,2021,50,
1447,경남,5년미만,2021,200,
1448,충북,3년미만,2021,200,
1449,전북,20년이상,2021,200,
1450,전북,10년미만,2021,200,
1451,대전,20년미만,2021,50,
1452,경기,10년미만,2021,80,
1453,부산,10년미만,2021,50,
1454,경기,15년미만,2021,500,
1455,경기,20년미만,2021,50,
1456,부산,3년미만,2021,300,
1457,부산,15년미만,2021,100,
1458,경남,15년미만,2021,200,
1459,경남,15년미만,2021,100,
1460,부산,10년미만,2021,100,
1461,경기,7년미만,2021,300,
1462,대전,7년미만,2021,50,
1463,인천,3년미만,2021,100,
1464,경기,15년미만,2021,100,
1465,인천,10년미만,2021,50,
1466,경기,5년미만,2021,100,
1467,인천,20년이상,2021,100,
1468,대구,15년미만,2021,300,
1469,인천,7년미만,2021,80,
1470,대구,7년미만,2021,100,
1471,서울,10년미만,2021,100,
1472,전북,20년이상,2021,500,
1473,서울,3년미만,2021,300,
1474,부산,15년미만,2021,100,
1475,서울,7년미만,2021,150,
1476,부산,15년미만,2021,200,
1477,강원,20년미만,2021,100,
1478,부산,15년미만,2021,200,
1479,강원,20년미만,2021,300,
1480,경남,3년미만,2021,80,
1481,서울,3년미만,2021,100,
1482,경기,7년미만,2021,50,
1483,부산,15년미만,2021,100,
1484,부산,20년이상,2021,200,
1485,강원,20년이상,2021,100,
1486,대구,10년미만,2021,300,
1487,경기,15년미만,2021,50,
1488,대구,7년미만,2021,100,
1489,대구,5년미만,2021,50,
1490,대구,10년미만,2021,200,
1491,서울,7년미만,2021,300,
1492,인천,20년이상,2021,150,
1493,제주,20년미만,2021,150,
1494,경기,7년미만,2021,200,
1495,경기,10년미만,2021,100,
1496,서울,15년미만,2021,200,
1497,전북,5년미만,2021,200,
1498,제주,3년미만,2021,200,
1499,경기,7년미만,2021,150,
1500,전북,3년미만,2021,200,
1501,충남,10년미만,2021,200,
1502,경기,15년미만,2021,100,
1503,제주,5년미만,2021,100,
1504,부산,10년미만,2021,100,
1505,경남,20년이상,2021,100,
1506,서울,20년이상,2021,150,
1507,서울,5년미만,2021,100,
1508,세종,20년미만,2021,50,
1509,부산,15년미만,2021,150,
1510,경기,3년미만,2021,100,
1511,부산,10년미만,2021,100,
1512,부산,15년미만,2021,150,
1513,경기,10년미만,2021,200,
1514,대구,15년미만,2021,200,
1515,대전,3년미만,2021,100,
1516,경기,15년미만,2021,50,
1517,전남,5년미만,2021,100,
1518,경기,7년미만,2021,100,
1519,강원,3년미만,2021,50,
1520,대전,3년미만,2021,100,
1521,대구,10년미만,2021,150,
1522,충북,20년이상,2021,50,
1523,부산,15년미만,2021,50,
1524,부산,5년미만,2021,100,
1525,대구,5년미만,2021,800,
1526,경기,15년미만,2021,100,
1527,경기,20년이상,2021,100,
1528,대구,7년미만,2021,300,
1529,경기,5년미만,2021,100,
1530,경남,5년미만,2021,50,
1531,서울,5년미만,2021,200,
1532,서울,10년미만,2021,300,
1533,대구,7년미만,2021,100,
1534,대구,7년미만,2021,100,
1535,경남,20년이상,2021,200,
1536,부산,10년미만,2021,200,
1537,경남,20년미만,2021,100,
1538,인천,20년이상,2021,300,
1539,대구,7년미만,2021,200,
1540,대구,15년미만,2021,200,
1541,대구,15년미만,2021,150,
1542,대구,10년미만,2021,200,
1543,충남,7년미만,2021,150,
1544,전북,20년이상,2021,100,
1545,경기,20년이상,2021,150,
1546,경남,15년미만,2021,100,
1547,인천,7년미만,2021,100,
1548,경기,10년미만,2021,50,
1549,경기,3년미만,2021,200,
1550,경기,7년미만,2021,50,
1551,경기,15년미만,2021,50,
1552,경기,5년미만,2021,50,
1553,전남,10년미만,2021,200,
1554,경기,20년미만,2021,40,
1555,강원,20년이상,2021,300,
1556,경북,20년미만,2021,150,
1557,광주,10년미만,2021,200,
1558,경남,5년미만,2021,50,
1559,경기,3년미만,2021,50,
1560,경기,20년미만,2021,30,
1561,강원,5년미만,2021,100,
1562,부산,15년미만,2021,200,
1563,부산,20년이상,2021,80,
1564,충남,7년미만,2021,200,
1565,인천,20년이상,2021,200,
1566,인천,20년이상,2021,70,
1567,인천,10년미만,2021,80,
1568,대구,5년미만,2021,100,
1569,인천,10년미만,2021,50,
1570,강원,10년미만,2021,200,
1571,충북,5년미만,2021,300,
1572,충남,20년이상,2021,200,
1573,전북,3년미만,2021,300,
1574,광주,3년미만,2021,50,
1575,강원,20년미만,2021,150,
1576,경남,5년미만,2021,30,
1577,부산,5년미만,2021,200,
1578,전남,20년미만,2021,200,
1579,서울,15년미만,2021,100,
1580,경기,20년미만,2021,300,
1581,경기,10년미만,2021,100,
1582,충남,20년미만,2021,200,
1583,광주,7년미만,2021,1000,
1584,광주,20년미만,2021,150,
1585,인천,15년미만,2021,100,
1586,서울,15년미만,2021,100,
1587,서울,7년미만,2021,200,
1588,경기,5년미만,2021,30,
1589,서울,15년미만,2021,100,
1590,인천,20년이상,2021,200,
1591,경북,10년미만,2021,250,
1592,경남,15년미만,2021,100,
1593,경남,15년미만,2021,100,
1594,부산,15년미만,2021,50,
1595,서울,15년미만,2021,300,
1596,강원,3년미만,2021,200,
1597,울산,20년이상,2021,100,
1598,경기,3년미만,2021,130,
1599,경기,10년미만,2021,80,
1600,강원,20년미만,2021,100,
1601,전남,15년미만,2021,100,
1602,경기,5년미만,2021,150,
1603,경남,20년이상,2021,50,
1604,서울,10년미만,2021,100,
1605,광주,20년이상,2021,200,
1606,서울,7년미만,2021,100,
1607,전남,15년미만,2021,200,
1608,인천,15년미만,2021,150,
1609,경남,15년미만,2021,100,
1610,대구,3년미만,2021,200,
1611,대구,10년미만,2021,500,
1612,부산,20년이상,2021,200,
1613,서울,20년이상,2021,100,
1614,대구,10년미만,2021,200,
1615,서울,10년미만,2021,80,
1616,대구,20년미만,2021,50,
1617,경북,10년미만,2021,100,
1618,울산,3년미만,2021,50,
1619,경북,7년미만,2021,150,
1620,대구,7년미만,2021,100,
1621,경기,7년미만,2021,100,
1622,광주,15년미만,2021,700,
1623,서울,20년이상,2021,80,
1624,경남,15년미만,2021,50,
1625,서울,20년미만,2021,200,
1626,경남,3년미만,2021,70,
1627,충북,15년미만,2021,100,
1628,서울,15년미만,2021,50,
1629,부산,5년미만,2021,70,
1630,부산,20년이상,2021,100,
1631,강원,5년미만,2021,200,
1632,경기,10년미만,2021,50,
1633,경기,15년미만,2021,100,
1634,전남,3년미만,2021,200,
1635,충북,10년미만,2021,300,
1636,경기,20년이상,2021,50,
1637,울산,20년이상,2021,100,
1638,전북,20년이상,2021,300,
1639,충북,20년이상,2021,200,
1640,전북,5년미만,2021,200,
1641,전북,10년미만,2021,200,
1642,서울,10년미만,2021,100,
1643,인천,3년미만,2021,100,
1644,인천,15년미만,2021,80,
1645,충북,5년미만,2021,300,
1646,경남,7년미만,2021,50,
1647,충북,5년미만,2021,200,
1648,광주,7년미만,2021,200,
1649,부산,20년미만,2021,200,
1650,광주,3년미만,2021,200,
1651,강원,10년미만,2021,250,
1652,경북,5년미만,2021,30,
1653,강원,15년미만,2021,300,
1654,부산,20년미만,2021,100,
1655,경기,20년미만,2021,100,
1656,인천,5년미만,2021,150,
1657,경기,3년미만,2021,100,
1658,전남,5년미만,2021,100,
1659,경기,20년미만,2021,50,
1660,서울,5년미만,2021,80,
1661,충남,20년이상,2021,200,
1662,충남,7년미만,2021,500,
1663,경기,20년이상,2021,150,
1664,충남,7년미만,2021,100,
1665,전북,3년미만,2021,300,
1666,경기,3년미만,2021,300,
1667,부산,10년미만,2021,100,
1668,부산,7년미만,2021,300,
1669,경기,20년미만,2021,100,
1670,경남,20년이상,2021,150,
1671,부산,15년미만,2021,100,
1672,경기,15년미만,2021,80,
1673,경남,15년미만,2021,100,
1674,서울,3년미만,2021,200,
1675,경기,3년미만,2021,100,
1676,경기,15년미만,2021,100,
1677,제주,20년미만,2021,100,
1678,인천,7년미만,2021,50,
1679,경기,7년미만,2021,150,
1680,경남,5년미만,2021,50,
1681,경기,20년이상,2021,100,
1682,부산,20년미만,2021,70,
1683,세종,5년미만,2021,100,
1684,대전,7년미만,2021,150,
1685,부산,20년이상,2021,300,
1686,경기,5년미만,2021,50,
1687,경남,20년미만,2021,200,
1688,강원,20년이상,2021,200,
1689,충남,5년미만,2021,50,
1690,대구,10년미만,2021,300,
1691,전남,20년이상,2021,200,
1692,전남,10년미만,2021,200,
1693,제주,20년미만,2021,150,
1694,충남,20년이상,2021,200,
